date,service,resource_type,resource_id,cost,tags,region
2026-01-22,RDS,RDS,rds-002,73.85,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-23,RDS,RDS,rds-002,77.45,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-24,RDS,RDS,rds-002,77.72,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-25,RDS,RDS,rds-002,64.36,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-26,RDS,RDS,rds-002,67.05,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-27,RDS,RDS,rds-002,75.74,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-28,RDS,RDS,rds-002,76.17,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-29,RDS,RDS,rds-002,76.61,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-30,RDS,RDS,rds-002,100.62,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-01-31,RDS,RDS,rds-002,77.82,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-01,RDS,RDS,rds-002,104.6,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-02,RDS,RDS,rds-002,103.66,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-03,RDS,RDS,rds-002,101.74,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-04,RDS,RDS,rds-002,94.69,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-05,RDS,RDS,rds-002,103.75,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-06,RDS,RDS,rds-002,92.28,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-07,RDS,RDS,rds-002,96.84,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-08,RDS,RDS,rds-002,95.45,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-09,RDS,RDS,rds-002,100.41,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-10,RDS,RDS,rds-002,120.69,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-11,RDS,RDS,rds-002,86.83,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-12,RDS,RDS,rds-002,107.07,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-13,RDS,RDS,rds-002,89.54,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-14,RDS,RDS,rds-002,98.61,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-15,RDS,RDS,rds-002,112.31,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-16,RDS,RDS,rds-002,104.0,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-17,RDS,RDS,rds-002,95.41,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-18,RDS,RDS,rds-002,98.71,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-19,RDS,RDS,rds-002,110.93,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-20,RDS,RDS,rds-002,99.59,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-21,RDS,RDS,rds-002,107.97,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-22,RDS,RDS,rds-002,107.04,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-23,RDS,RDS,rds-002,101.73,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-24,RDS,RDS,rds-002,127.86,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-25,RDS,RDS,rds-002,113.87,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-26,RDS,RDS,rds-002,92.5,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-27,RDS,RDS,rds-002,110.94,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-02-28,RDS,RDS,rds-002,104.16,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-01,RDS,RDS,rds-002,124.93,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-02,RDS,RDS,rds-002,110.05,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-03,RDS,RDS,rds-002,116.74,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-04,RDS,RDS,rds-002,123.25,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-05,RDS,RDS,rds-002,127.46,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-06,RDS,RDS,rds-002,108.55,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-07,RDS,RDS,rds-002,116.88,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-08,RDS,RDS,rds-002,116.12,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-09,RDS,RDS,rds-002,115.0,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-10,RDS,RDS,rds-002,140.2,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-11,RDS,RDS,rds-002,126.32,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-12,RDS,RDS,rds-002,111.07,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-13,RDS,RDS,rds-002,132.82,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-14,RDS,RDS,rds-002,146.92,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-15,RDS,RDS,rds-002,135.26,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-16,RDS,RDS,rds-002,110.78,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-17,RDS,RDS,rds-002,120.89,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-18,RDS,RDS,rds-002,139.68,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-19,RDS,RDS,rds-002,119.8,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-20,RDS,RDS,rds-002,131.94,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-21,RDS,RDS,rds-002,136.08,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-22,RDS,RDS,rds-002,119.28,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-23,RDS,RDS,rds-002,128.41,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-24,RDS,RDS,rds-002,99.99,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-25,RDS,RDS,rds-002,119.9,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-26,RDS,RDS,rds-002,128.09,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-27,RDS,RDS,rds-002,118.8,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-28,RDS,RDS,rds-002,150.22,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-29,RDS,RDS,rds-002,118.07,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-30,RDS,RDS,rds-002,128.35,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-03-31,RDS,RDS,rds-002,134.91,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-01,RDS,RDS,rds-002,180.87,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-02,RDS,RDS,rds-002,144.28,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-03,RDS,RDS,rds-002,178.37,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-04,RDS,RDS,rds-002,163.32,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-05,RDS,RDS,rds-002,151.49,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-06,RDS,RDS,rds-002,170.73,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-07,RDS,RDS,rds-002,167.86,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-08,RDS,RDS,rds-002,158.11,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-09,RDS,RDS,rds-002,167.49,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-10,RDS,RDS,rds-002,162.16,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-11,RDS,RDS,rds-002,169.44,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-12,RDS,RDS,rds-002,177.75,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-13,RDS,RDS,rds-002,192.15,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-14,RDS,RDS,rds-002,153.91,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-15,RDS,RDS,rds-002,202.35,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-16,RDS,RDS,rds-002,146.51,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-17,RDS,RDS,rds-002,169.88,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-18,RDS,RDS,rds-002,180.94,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-19,RDS,RDS,rds-002,177.24,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-20,RDS,RDS,rds-002,165.52,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-21,RDS,RDS,rds-002,171.76,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-22,RDS,RDS,rds-002,168.54,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-23,RDS,RDS,rds-002,167.89,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-24,RDS,RDS,rds-002,189.09,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-25,RDS,RDS,rds-002,182.48,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-26,RDS,RDS,rds-002,168.42,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-27,RDS,RDS,rds-002,192.02,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-28,RDS,RDS,rds-002,183.83,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-29,RDS,RDS,rds-002,192.13,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-04-30,RDS,RDS,rds-002,190.05,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-01,RDS,RDS,rds-002,182.68,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-02,RDS,RDS,rds-002,187.35,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-03,RDS,RDS,rds-002,208.78,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-04,RDS,RDS,rds-002,207.26,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-05,RDS,RDS,rds-002,197.78,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-06,RDS,RDS,rds-002,200.71,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-07,RDS,RDS,rds-002,221.04,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-08,RDS,RDS,rds-002,191.03,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-09,RDS,RDS,rds-002,210.0,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-10,RDS,RDS,rds-002,198.5,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-11,RDS,RDS,rds-002,198.97,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-12,RDS,RDS,rds-002,221.86,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-13,RDS,RDS,rds-002,217.83,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-14,RDS,RDS,rds-002,218.4,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-15,RDS,RDS,rds-002,227.97,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-16,RDS,RDS,rds-002,206.43,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-17,RDS,RDS,rds-002,218.41,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
2026-05-18,RDS,RDS,rds-002,202.45,business_unit=payments;product=payments_platform;environment=staging;cost_centre=CC-2003;team=platform-infra;service=rds-002;created_by=terraform;ttl=7d;compliance_scope=pci-dss;data_classification=restricted,ap-southeast-1
