resource_id,resource_type,required_tags,missing_tags,compliance_status
res-00343,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00344,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00345,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00346,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00347,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00348,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00349,EC2,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00350,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00351,S3,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00352,EBS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00353,EFS,"business_unit,product,environment,cost_centre,team,service","product,service",NON_COMPLIANT
res-00354,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00355,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00356,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00357,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00358,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00359,CloudWatch,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00360,SageMaker,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00361,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00362,RDS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00363,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00364,EBS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00365,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00366,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00367,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00368,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00369,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00370,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00371,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00372,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00373,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00374,RDS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00375,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00376,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00377,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00378,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00379,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00380,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00381,EKS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00382,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00383,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00384,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00385,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00386,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00387,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00388,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00389,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00390,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00391,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00392,Lambda,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00393,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00394,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00395,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00396,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00397,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00398,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00399,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00400,EBS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00401,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00402,ALB,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00403,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00404,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00405,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00406,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00407,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00408,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00409,EC2,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00410,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00411,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00412,EBS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00413,EFS,"business_unit,product,environment,cost_centre,team,service","service,team",NON_COMPLIANT
res-00414,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00415,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00416,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00417,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00418,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00419,CloudWatch,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00420,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00421,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00422,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00423,S3,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00424,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00425,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00426,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00427,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00428,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00429,EKS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00430,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00431,CloudWatch,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00432,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00433,EC2,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00434,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00435,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00436,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00437,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00438,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00439,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00440,Lambda,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00441,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00442,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00443,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00444,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00445,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00446,RDS,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00447,S3,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00448,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00449,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00450,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00451,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00452,Lambda,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00453,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00454,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00455,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00456,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00457,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00458,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00459,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00460,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00461,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00462,ALB,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00463,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00464,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00465,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00466,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00467,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00468,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00469,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00470,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00471,S3,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00472,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00473,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00474,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00475,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00476,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00477,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00478,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00479,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00480,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00481,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00482,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00483,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00484,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00485,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00486,ALB,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00487,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00488,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00489,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00490,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00491,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00492,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00493,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00494,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00495,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00496,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00497,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00498,ALB,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00499,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00500,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00501,EKS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00502,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00503,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00504,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00505,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00506,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00507,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00508,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00509,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00510,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00511,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00512,Lambda,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00513,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00514,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00515,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00516,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00517,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00518,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00519,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00520,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00521,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00522,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00523,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00524,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00525,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00526,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00527,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00528,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00529,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00530,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00531,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00532,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00533,EFS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00534,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00535,NAT Gateway,"business_unit,product,environment,cost_centre,team,service","product,service",NON_COMPLIANT
res-00536,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00537,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00538,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00539,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00540,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00541,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00542,RDS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00543,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00544,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00545,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00546,ALB,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00547,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00548,Lambda,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00549,EKS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00550,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00551,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00552,SageMaker,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00553,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00554,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00555,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00556,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00557,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00558,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00559,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00560,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00561,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00562,SQS,"business_unit,product,environment,cost_centre,team,service","business_unit,product",NON_COMPLIANT
res-00563,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00564,SageMaker,"business_unit,product,environment,cost_centre,team,service","business_unit,team",NON_COMPLIANT
res-00565,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00566,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00567,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00568,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00569,EFS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00570,ALB,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00571,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00572,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00573,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00574,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00575,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00576,SageMaker,"business_unit,product,environment,cost_centre,team,service","environment,product",NON_COMPLIANT
res-00577,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00578,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00579,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00580,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00581,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00582,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00583,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00584,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00585,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00586,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00587,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00588,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00589,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00590,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00591,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00592,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00593,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00594,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00595,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00596,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00597,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00598,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00599,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00600,SageMaker,"business_unit,product,environment,cost_centre,team,service","service,team",NON_COMPLIANT
res-00601,EC2,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00602,RDS,"business_unit,product,environment,cost_centre,team,service","product,service",NON_COMPLIANT
res-00603,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00604,EBS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00605,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00606,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00607,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00608,Lambda,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00609,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00610,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00611,CloudWatch,"business_unit,product,environment,cost_centre,team,service","product,team",NON_COMPLIANT
res-00612,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00613,EC2,"business_unit,product,environment,cost_centre,team,service","environment,product",NON_COMPLIANT
res-00614,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00615,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00616,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00617,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00618,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00619,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00620,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00621,EKS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00622,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00623,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00624,SageMaker,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00625,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00626,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00627,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00628,EBS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00629,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00630,ALB,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00631,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00632,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00633,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00634,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00635,CloudWatch,"business_unit,product,environment,cost_centre,team,service","business_unit,service",NON_COMPLIANT
res-00636,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00637,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00638,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00639,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00640,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00641,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00642,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00643,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00644,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00645,EKS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00646,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00647,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00648,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00649,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00650,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00651,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00652,EBS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00653,EFS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00654,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00655,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00656,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00657,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00658,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00659,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00660,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00661,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00662,RDS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00663,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00664,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00665,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00666,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00667,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00668,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00669,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00670,SQS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00671,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00672,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00673,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00674,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00675,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00676,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00677,EFS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00678,ALB,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00679,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00680,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00681,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00682,SQS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00683,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
