instance_id,type,avg_cpu,max_cpu,avg_mem,hours_running,month,environment,team
i-0058,m5.large,11.9,26.28,33.06,720,2026-05,staging,payments
i-0058,m5.large,17.38,34.5,23.97,720,2026-06,staging,payments
i-0059,m5.2xlarge,18.24,43.31,34.29,720,2026-01,development,risk-engineering
i-0059,m5.2xlarge,9.38,24.01,27.56,720,2026-02,development,risk-engineering
i-0059,m5.2xlarge,13.96,20.46,13.43,720,2026-03,development,risk-engineering
i-0059,m5.2xlarge,17.77,41.72,20.22,720,2026-04,development,risk-engineering
i-0059,m5.2xlarge,17.8,34.84,30.54,720,2026-05,development,risk-engineering
i-0059,m5.2xlarge,12.7,22.83,21.98,720,2026-06,development,risk-engineering
i-0060,r5.xlarge,13.03,33.77,14.43,720,2026-01,sandbox,product-engineering
i-0060,r5.xlarge,18.91,26.1,16.57,720,2026-02,sandbox,product-engineering
i-0060,r5.xlarge,13.79,33.43,22.12,720,2026-03,sandbox,product-engineering
i-0060,r5.xlarge,16.49,32.92,26.02,720,2026-04,sandbox,product-engineering
i-0060,r5.xlarge,15.96,20.63,25.12,720,2026-05,sandbox,product-engineering
i-0060,r5.xlarge,17.73,20.43,21.32,720,2026-06,sandbox,product-engineering
i-0061,r5.2xlarge,18.19,28.83,22.55,720,2026-01,production,lending-backend
i-0061,r5.2xlarge,18.8,24.98,13.5,720,2026-02,production,lending-backend
i-0061,r5.2xlarge,17.45,41.71,22.86,720,2026-03,production,lending-backend
i-0061,r5.2xlarge,13.66,40.9,28.99,720,2026-04,production,lending-backend
i-0061,r5.2xlarge,10.92,20.42,23.03,720,2026-05,production,lending-backend
i-0061,r5.2xlarge,17.45,42.4,33.99,720,2026-06,production,lending-backend
i-0062,c5.xlarge,17.68,34.5,22.23,720,2026-01,staging,platform-infra
i-0062,c5.xlarge,16.52,38.5,24.38,720,2026-02,staging,platform-infra
i-0062,c5.xlarge,8.96,43.15,22.48,720,2026-03,staging,platform-infra
i-0062,c5.xlarge,12.0,35.74,27.5,720,2026-04,staging,platform-infra
i-0062,c5.xlarge,10.32,40.92,18.67,720,2026-05,staging,platform-infra
i-0062,c5.xlarge,10.05,30.16,28.8,720,2026-06,staging,platform-infra
i-0063,c5.2xlarge,18.62,40.23,33.63,720,2026-01,development,data-engineering
i-0063,c5.2xlarge,9.55,21.78,24.83,720,2026-02,development,data-engineering
i-0063,c5.2xlarge,11.19,40.7,27.46,720,2026-03,development,data-engineering
i-0063,c5.2xlarge,18.68,26.37,23.17,720,2026-04,development,data-engineering
i-0063,c5.2xlarge,13.51,25.98,25.57,720,2026-05,development,data-engineering
i-0063,c5.2xlarge,12.88,31.17,20.34,720,2026-06,development,data-engineering
i-0064,t3.large,8.19,33.05,19.71,720,2026-01,sandbox,payments
i-0064,t3.large,8.01,27.7,18.41,720,2026-02,sandbox,payments
i-0064,t3.large,12.33,23.3,23.68,720,2026-03,sandbox,payments
i-0064,t3.large,15.62,35.75,30.49,720,2026-04,sandbox,payments
i-0064,t3.large,12.97,32.98,30.64,720,2026-05,sandbox,payments
i-0064,t3.large,12.7,37.54,22.0,720,2026-06,sandbox,payments
i-0065,m5.xlarge,12.6,39.01,16.02,720,2026-01,production,risk-engineering
i-0065,m5.xlarge,11.72,25.6,20.26,720,2026-02,production,risk-engineering
i-0065,m5.xlarge,10.53,34.49,30.36,720,2026-03,production,risk-engineering
i-0065,m5.xlarge,16.65,29.11,34.74,720,2026-04,production,risk-engineering
i-0065,m5.xlarge,14.53,29.99,31.22,720,2026-05,production,risk-engineering
i-0065,m5.xlarge,16.03,38.73,16.51,720,2026-06,production,risk-engineering
i-0066,m5.large,13.15,41.55,23.59,720,2026-01,staging,product-engineering
i-0066,m5.large,15.52,34.7,31.37,720,2026-02,staging,product-engineering
i-0066,m5.large,11.13,34.39,14.83,720,2026-03,staging,product-engineering
i-0066,m5.large,15.59,38.3,12.99,720,2026-04,staging,product-engineering
i-0066,m5.large,15.43,30.37,14.85,720,2026-05,staging,product-engineering
i-0066,m5.large,12.62,24.86,21.56,720,2026-06,staging,product-engineering
i-0067,m5.2xlarge,12.23,38.46,29.81,720,2026-01,development,lending-backend
i-0067,m5.2xlarge,14.68,20.57,33.41,720,2026-02,development,lending-backend
i-0067,m5.2xlarge,15.55,20.85,30.83,720,2026-03,development,lending-backend
i-0067,m5.2xlarge,10.2,34.48,22.73,720,2026-04,development,lending-backend
i-0067,m5.2xlarge,12.62,42.24,22.06,720,2026-05,development,lending-backend
i-0067,m5.2xlarge,8.83,43.67,33.17,720,2026-06,development,lending-backend
i-0068,r5.xlarge,15.53,31.7,14.14,720,2026-01,sandbox,platform-infra
i-0068,r5.xlarge,16.7,21.89,13.58,720,2026-02,sandbox,platform-infra
i-0068,r5.xlarge,13.91,24.0,12.18,720,2026-03,sandbox,platform-infra
i-0068,r5.xlarge,12.65,23.43,15.69,720,2026-04,sandbox,platform-infra
i-0068,r5.xlarge,8.85,25.13,28.46,720,2026-05,sandbox,platform-infra
i-0068,r5.xlarge,16.9,31.31,23.65,720,2026-06,sandbox,platform-infra
i-0069,r5.2xlarge,8.36,21.73,17.92,720,2026-01,production,data-engineering
i-0069,r5.2xlarge,13.98,38.49,25.92,720,2026-02,production,data-engineering
i-0069,r5.2xlarge,12.31,22.96,29.96,720,2026-03,production,data-engineering
i-0069,r5.2xlarge,12.0,38.4,23.8,720,2026-04,production,data-engineering
i-0069,r5.2xlarge,16.13,42.68,33.18,720,2026-05,production,data-engineering
i-0069,r5.2xlarge,13.89,32.79,18.11,720,2026-06,production,data-engineering
i-0070,c5.xlarge,18.29,31.45,14.93,720,2026-01,staging,payments
i-0070,c5.xlarge,12.76,23.18,23.56,720,2026-02,staging,payments
i-0070,c5.xlarge,14.17,28.44,13.65,720,2026-03,staging,payments
i-0070,c5.xlarge,18.38,39.33,31.29,720,2026-04,staging,payments
i-0070,c5.xlarge,12.04,39.02,23.16,720,2026-05,staging,payments
i-0070,c5.xlarge,10.21,23.11,19.94,720,2026-06,staging,payments
i-0071,c5.2xlarge,9.51,44.96,13.13,720,2026-01,development,risk-engineering
i-0071,c5.2xlarge,12.85,31.3,18.91,720,2026-02,development,risk-engineering
i-0071,c5.2xlarge,14.28,23.75,30.03,720,2026-03,development,risk-engineering
i-0071,c5.2xlarge,11.66,34.78,28.46,720,2026-04,development,risk-engineering
i-0071,c5.2xlarge,17.78,40.89,25.99,720,2026-05,development,risk-engineering
i-0071,c5.2xlarge,12.27,32.58,29.68,720,2026-06,development,risk-engineering
i-0072,t3.large,17.65,22.59,20.85,720,2026-01,sandbox,product-engineering
i-0072,t3.large,16.54,30.79,19.64,720,2026-02,sandbox,product-engineering
i-0072,t3.large,12.52,35.07,35.0,720,2026-03,sandbox,product-engineering
i-0072,t3.large,13.42,25.21,15.75,720,2026-04,sandbox,product-engineering
i-0072,t3.large,8.47,33.97,24.53,720,2026-05,sandbox,product-engineering
i-0072,t3.large,10.26,37.38,29.05,720,2026-06,sandbox,product-engineering
i-0073,m5.xlarge,10.85,28.6,34.78,720,2026-01,production,lending-backend
i-0073,m5.xlarge,12.12,39.02,22.41,720,2026-02,production,lending-backend
i-0073,m5.xlarge,16.73,39.23,27.36,720,2026-03,production,lending-backend
i-0073,m5.xlarge,17.4,43.48,25.34,720,2026-04,production,lending-backend
i-0073,m5.xlarge,10.61,29.97,29.44,720,2026-05,production,lending-backend
i-0073,m5.xlarge,15.16,24.44,13.18,720,2026-06,production,lending-backend
i-0074,m5.large,15.51,26.28,23.49,720,2026-01,staging,platform-infra
i-0074,m5.large,16.21,34.07,13.92,720,2026-02,staging,platform-infra
i-0074,m5.large,10.04,25.48,17.93,720,2026-03,staging,platform-infra
i-0074,m5.large,14.22,32.6,16.67,720,2026-04,staging,platform-infra
i-0074,m5.large,8.74,24.29,34.64,720,2026-05,staging,platform-infra
i-0074,m5.large,13.15,41.68,31.52,720,2026-06,staging,platform-infra
i-0075,m5.2xlarge,13.63,37.67,16.43,720,2026-01,development,data-engineering
i-0075,m5.2xlarge,15.57,26.81,31.14,720,2026-02,development,data-engineering
i-0075,m5.2xlarge,8.92,39.33,14.3,720,2026-03,development,data-engineering
i-0075,m5.2xlarge,17.69,27.61,27.05,720,2026-04,development,data-engineering
i-0075,m5.2xlarge,13.36,29.16,26.85,720,2026-05,development,data-engineering
i-0075,m5.2xlarge,18.42,21.03,33.13,720,2026-06,development,data-engineering
i-0076,r5.xlarge,14.7,40.18,20.83,720,2026-01,sandbox,payments
i-0076,r5.xlarge,13.19,41.72,21.54,720,2026-02,sandbox,payments
i-0076,r5.xlarge,13.88,20.5,15.65,720,2026-03,sandbox,payments
i-0076,r5.xlarge,15.06,37.92,25.4,720,2026-04,sandbox,payments
i-0076,r5.xlarge,9.58,31.14,20.17,720,2026-05,sandbox,payments
i-0076,r5.xlarge,13.45,41.76,29.84,720,2026-06,sandbox,payments
i-0077,r5.2xlarge,8.92,42.26,22.85,720,2026-01,production,risk-engineering
i-0077,r5.2xlarge,16.18,23.5,27.43,720,2026-02,production,risk-engineering
i-0077,r5.2xlarge,10.6,30.96,12.39,720,2026-03,production,risk-engineering
i-0077,r5.2xlarge,9.67,22.3,17.51,720,2026-04,production,risk-engineering
i-0077,r5.2xlarge,9.1,37.3,12.67,720,2026-05,production,risk-engineering
i-0077,r5.2xlarge,14.8,23.52,33.74,720,2026-06,production,risk-engineering
i-0078,c5.xlarge,18.26,25.64,26.13,720,2026-01,staging,product-engineering
i-0078,c5.xlarge,8.31,43.29,24.03,720,2026-02,staging,product-engineering
i-0078,c5.xlarge,8.48,28.56,13.77,720,2026-03,staging,product-engineering
i-0078,c5.xlarge,12.32,36.75,22.81,720,2026-04,staging,product-engineering
i-0078,c5.xlarge,12.22,22.98,17.63,720,2026-05,staging,product-engineering
i-0078,c5.xlarge,9.1,40.19,15.11,720,2026-06,staging,product-engineering
i-0079,c5.2xlarge,14.55,28.57,17.2,720,2026-01,development,lending-backend
i-0079,c5.2xlarge,15.03,31.43,21.2,720,2026-02,development,lending-backend
i-0079,c5.2xlarge,14.52,32.28,18.98,720,2026-03,development,lending-backend
i-0079,c5.2xlarge,14.15,36.74,12.61,720,2026-04,development,lending-backend
i-0079,c5.2xlarge,13.12,21.44,16.29,720,2026-05,development,lending-backend
i-0079,c5.2xlarge,14.17,41.65,32.3,720,2026-06,development,lending-backend
i-0080,t3.large,8.77,30.48,25.41,720,2026-01,sandbox,platform-infra
i-0080,t3.large,9.62,39.14,29.12,720,2026-02,sandbox,platform-infra
i-0080,t3.large,17.94,20.21,16.98,720,2026-03,sandbox,platform-infra
i-0080,t3.large,17.1,36.76,32.57,720,2026-04,sandbox,platform-infra
i-0080,t3.large,8.63,34.92,25.09,720,2026-05,sandbox,platform-infra
i-0080,t3.large,8.39,32.84,26.02,720,2026-06,sandbox,platform-infra
i-0081,m5.xlarge,10.1,26.83,26.73,720,2026-01,production,data-engineering
i-0081,m5.xlarge,13.15,41.45,19.87,720,2026-02,production,data-engineering
i-0081,m5.xlarge,10.93,44.62,32.96,720,2026-03,production,data-engineering
i-0081,m5.xlarge,8.32,39.27,14.54,720,2026-04,production,data-engineering
i-0081,m5.xlarge,8.3,26.84,18.19,720,2026-05,production,data-engineering
i-0081,m5.xlarge,17.01,37.77,34.58,720,2026-06,production,data-engineering
i-0082,m5.large,15.83,30.46,28.08,720,2026-01,staging,payments
i-0082,m5.large,18.99,37.75,29.52,720,2026-02,staging,payments
i-0082,m5.large,18.32,22.84,28.21,720,2026-03,staging,payments
i-0082,m5.large,17.36,43.86,16.85,720,2026-04,staging,payments
i-0082,m5.large,13.54,37.01,17.69,720,2026-05,staging,payments
i-0082,m5.large,14.61,26.44,19.67,720,2026-06,staging,payments
i-0083,m5.2xlarge,12.86,33.23,22.34,720,2026-01,development,risk-engineering
i-0083,m5.2xlarge,13.43,27.46,15.66,720,2026-02,development,risk-engineering
i-0083,m5.2xlarge,8.52,24.9,25.38,720,2026-03,development,risk-engineering
i-0083,m5.2xlarge,16.65,24.23,14.5,720,2026-04,development,risk-engineering
i-0083,m5.2xlarge,16.24,27.63,33.88,720,2026-05,development,risk-engineering
i-0083,m5.2xlarge,15.86,28.17,18.66,720,2026-06,development,risk-engineering
i-0084,r5.xlarge,13.76,21.98,14.71,720,2026-01,sandbox,product-engineering
i-0084,r5.xlarge,9.93,39.37,23.82,720,2026-02,sandbox,product-engineering
i-0084,r5.xlarge,8.12,36.84,21.74,720,2026-03,sandbox,product-engineering
i-0084,r5.xlarge,13.62,25.35,24.69,720,2026-04,sandbox,product-engineering
i-0084,r5.xlarge,18.77,21.84,18.53,720,2026-05,sandbox,product-engineering
i-0084,r5.xlarge,10.67,26.21,20.71,720,2026-06,sandbox,product-engineering
i-0085,r5.2xlarge,17.0,42.82,16.65,720,2026-01,production,lending-backend
i-0085,r5.2xlarge,13.97,35.92,24.0,720,2026-02,production,lending-backend
i-0085,r5.2xlarge,12.77,24.8,23.23,720,2026-03,production,lending-backend
i-0085,r5.2xlarge,12.41,39.89,29.56,720,2026-04,production,lending-backend
i-0085,r5.2xlarge,9.47,22.21,32.89,720,2026-05,production,lending-backend
i-0085,r5.2xlarge,13.89,41.45,13.34,720,2026-06,production,lending-backend
i-0086,c5.xlarge,13.79,33.49,31.8,720,2026-01,staging,platform-infra
i-0086,c5.xlarge,9.07,26.01,21.35,720,2026-02,staging,platform-infra
i-0086,c5.xlarge,17.52,43.47,34.83,720,2026-03,staging,platform-infra
i-0086,c5.xlarge,18.55,20.15,13.1,720,2026-04,staging,platform-infra
i-0086,c5.xlarge,9.62,28.72,31.09,720,2026-05,staging,platform-infra
i-0086,c5.xlarge,17.82,24.67,26.25,720,2026-06,staging,platform-infra
i-0087,c5.2xlarge,18.09,31.59,14.38,720,2026-01,development,data-engineering
i-0087,c5.2xlarge,13.04,29.39,25.29,720,2026-02,development,data-engineering
i-0087,c5.2xlarge,12.83,20.43,34.86,720,2026-03,development,data-engineering
i-0087,c5.2xlarge,13.98,31.84,33.96,720,2026-04,development,data-engineering
i-0087,c5.2xlarge,9.71,24.73,30.58,720,2026-05,development,data-engineering
i-0087,c5.2xlarge,10.87,39.98,18.25,720,2026-06,development,data-engineering
i-0088,t3.large,8.37,32.93,16.52,720,2026-01,sandbox,payments
i-0088,t3.large,16.34,36.03,33.24,720,2026-02,sandbox,payments
i-0088,t3.large,16.61,24.52,30.4,720,2026-03,sandbox,payments
i-0088,t3.large,15.06,36.72,31.14,720,2026-04,sandbox,payments
i-0088,t3.large,14.31,31.65,26.64,720,2026-05,sandbox,payments
i-0088,t3.large,11.28,24.56,26.18,720,2026-06,sandbox,payments
i-0089,m5.xlarge,10.57,22.0,12.01,720,2026-01,production,risk-engineering
i-0089,m5.xlarge,14.69,29.05,29.3,720,2026-02,production,risk-engineering
i-0089,m5.xlarge,12.13,32.15,21.36,720,2026-03,production,risk-engineering
i-0089,m5.xlarge,15.16,28.9,34.17,720,2026-04,production,risk-engineering
i-0089,m5.xlarge,18.3,41.2,33.17,720,2026-05,production,risk-engineering
i-0089,m5.xlarge,12.94,33.41,29.07,720,2026-06,production,risk-engineering
i-0090,m5.large,15.66,42.27,28.48,720,2026-01,staging,product-engineering
i-0090,m5.large,18.98,28.71,31.16,720,2026-02,staging,product-engineering
i-0090,m5.large,15.67,37.28,19.49,720,2026-03,staging,product-engineering
i-0090,m5.large,16.64,42.51,17.03,720,2026-04,staging,product-engineering
i-0090,m5.large,14.88,29.8,34.76,720,2026-05,staging,product-engineering
i-0090,m5.large,13.27,25.71,20.78,720,2026-06,staging,product-engineering
i-0091,m5.2xlarge,15.19,21.9,25.88,720,2026-01,development,lending-backend
i-0091,m5.2xlarge,18.24,41.26,13.56,720,2026-02,development,lending-backend
i-0091,m5.2xlarge,18.93,37.47,15.73,720,2026-03,development,lending-backend
i-0091,m5.2xlarge,8.14,24.28,31.28,720,2026-04,development,lending-backend
i-0091,m5.2xlarge,8.24,25.83,29.42,720,2026-05,development,lending-backend
i-0091,m5.2xlarge,14.45,39.57,29.16,720,2026-06,development,lending-backend
i-0092,r5.xlarge,8.56,42.31,17.22,720,2026-01,sandbox,platform-infra
i-0092,r5.xlarge,14.09,36.11,15.88,720,2026-02,sandbox,platform-infra
i-0092,r5.xlarge,18.74,32.2,13.33,720,2026-03,sandbox,platform-infra
i-0092,r5.xlarge,18.31,34.66,28.08,720,2026-04,sandbox,platform-infra
i-0092,r5.xlarge,13.78,40.87,12.76,720,2026-05,sandbox,platform-infra
i-0092,r5.xlarge,10.95,31.74,13.76,720,2026-06,sandbox,platform-infra
i-0093,r5.2xlarge,15.76,29.84,18.27,720,2026-01,production,data-engineering
i-0093,r5.2xlarge,8.04,38.0,31.18,720,2026-02,production,data-engineering
i-0093,r5.2xlarge,12.35,34.11,17.24,720,2026-03,production,data-engineering
i-0093,r5.2xlarge,14.84,20.3,23.24,720,2026-04,production,data-engineering
i-0093,r5.2xlarge,15.09,42.95,20.77,720,2026-05,production,data-engineering
i-0093,r5.2xlarge,16.42,34.94,33.32,720,2026-06,production,data-engineering
i-0094,c5.xlarge,12.38,27.98,32.4,720,2026-01,staging,payments
i-0094,c5.xlarge,8.54,23.41,13.9,720,2026-02,staging,payments
i-0094,c5.xlarge,17.27,20.27,31.82,720,2026-03,staging,payments
i-0094,c5.xlarge,12.96,20.1,21.24,720,2026-04,staging,payments
i-0094,c5.xlarge,10.05,35.61,27.63,720,2026-05,staging,payments
i-0094,c5.xlarge,13.36,21.01,27.09,720,2026-06,staging,payments
i-0095,c5.2xlarge,17.26,38.01,31.09,720,2026-01,development,risk-engineering
i-0095,c5.2xlarge,10.21,42.22,19.41,720,2026-02,development,risk-engineering
i-0095,c5.2xlarge,8.15,41.08,33.66,720,2026-03,development,risk-engineering
i-0095,c5.2xlarge,15.21,25.79,17.79,720,2026-04,development,risk-engineering
i-0095,c5.2xlarge,13.13,42.45,15.44,720,2026-05,development,risk-engineering
i-0095,c5.2xlarge,17.09,27.28,30.6,720,2026-06,development,risk-engineering
i-0096,t3.large,18.12,30.69,20.4,720,2026-01,sandbox,product-engineering
i-0096,t3.large,16.82,33.24,27.74,720,2026-02,sandbox,product-engineering
i-0096,t3.large,14.85,23.82,31.43,720,2026-03,sandbox,product-engineering
i-0096,t3.large,10.15,43.31,17.76,720,2026-04,sandbox,product-engineering
i-0096,t3.large,16.07,27.12,19.31,720,2026-05,sandbox,product-engineering
i-0096,t3.large,11.41,38.7,24.81,720,2026-06,sandbox,product-engineering
i-0097,m5.xlarge,17.71,27.68,27.92,720,2026-01,production,lending-backend
i-0097,m5.xlarge,16.28,23.79,21.21,720,2026-02,production,lending-backend
i-0097,m5.xlarge,13.31,28.89,19.41,720,2026-03,production,lending-backend
i-0097,m5.xlarge,15.55,25.4,28.32,720,2026-04,production,lending-backend
i-0097,m5.xlarge,18.29,34.13,26.06,720,2026-05,production,lending-backend
i-0097,m5.xlarge,8.76,41.61,18.57,720,2026-06,production,lending-backend
i-0098,m5.large,14.77,44.48,25.7,720,2026-01,staging,platform-infra
i-0098,m5.large,15.97,31.13,13.39,720,2026-02,staging,platform-infra
i-0098,m5.large,16.77,20.87,28.12,720,2026-03,staging,platform-infra
i-0098,m5.large,8.25,41.56,15.63,720,2026-04,staging,platform-infra
i-0098,m5.large,13.66,34.93,22.52,720,2026-05,staging,platform-infra
i-0098,m5.large,11.75,31.7,19.16,720,2026-06,staging,platform-infra
i-0099,m5.2xlarge,12.82,28.97,25.02,720,2026-01,development,data-engineering
i-0099,m5.2xlarge,10.62,44.72,23.52,720,2026-02,development,data-engineering
i-0099,m5.2xlarge,10.14,31.93,31.93,720,2026-03,development,data-engineering
i-0099,m5.2xlarge,8.24,36.99,24.6,720,2026-04,development,data-engineering
i-0099,m5.2xlarge,9.87,40.44,20.48,720,2026-05,development,data-engineering
i-0099,m5.2xlarge,11.23,40.7,26.69,720,2026-06,development,data-engineering
i-0100,r5.xlarge,17.88,35.75,29.04,720,2026-01,sandbox,payments
i-0100,r5.xlarge,17.2,21.37,29.85,720,2026-02,sandbox,payments
i-0100,r5.xlarge,14.75,21.74,23.7,720,2026-03,sandbox,payments
i-0100,r5.xlarge,8.91,38.4,24.57,720,2026-04,sandbox,payments
i-0100,r5.xlarge,18.49,24.58,25.94,720,2026-05,sandbox,payments
i-0100,r5.xlarge,10.33,35.35,28.62,720,2026-06,sandbox,payments
i-0101,r5.2xlarge,30.28,68.53,50.61,720,2026-01,production,risk-engineering
i-0101,r5.2xlarge,19.31,52.01,45.61,720,2026-02,production,risk-engineering
i-0101,r5.2xlarge,26.48,46.67,41.58,720,2026-03,production,risk-engineering
i-0101,r5.2xlarge,24.93,53.65,49.29,720,2026-04,production,risk-engineering
i-0101,r5.2xlarge,24.93,40.93,26.74,720,2026-05,production,risk-engineering
i-0101,r5.2xlarge,32.56,73.62,45.65,720,2026-06,production,risk-engineering
i-0102,c5.xlarge,24.19,72.85,44.88,720,2026-01,staging,product-engineering
i-0102,c5.xlarge,32.35,66.8,36.37,720,2026-02,staging,product-engineering
i-0102,c5.xlarge,26.14,46.51,33.76,720,2026-03,staging,product-engineering
i-0102,c5.xlarge,31.23,71.29,46.73,720,2026-04,staging,product-engineering
i-0102,c5.xlarge,25.91,43.03,26.71,720,2026-05,staging,product-engineering
i-0102,c5.xlarge,24.36,56.23,43.27,720,2026-06,staging,product-engineering
i-0103,c5.2xlarge,18.11,74.64,35.92,720,2026-01,development,lending-backend
i-0103,c5.2xlarge,32.42,58.72,28.91,720,2026-02,development,lending-backend
i-0103,c5.2xlarge,31.56,64.84,40.82,720,2026-03,development,lending-backend
i-0103,c5.2xlarge,26.75,43.06,44.68,720,2026-04,development,lending-backend
i-0103,c5.2xlarge,33.49,43.26,32.91,720,2026-05,development,lending-backend
i-0103,c5.2xlarge,33.34,49.95,44.62,720,2026-06,development,lending-backend
i-0104,t3.large,27.09,60.87,37.47,720,2026-01,sandbox,platform-infra
i-0104,t3.large,23.1,41.7,47.33,720,2026-02,sandbox,platform-infra
i-0104,t3.large,30.68,63.48,44.31,720,2026-03,sandbox,platform-infra
i-0104,t3.large,22.14,40.78,49.26,720,2026-04,sandbox,platform-infra
i-0104,t3.large,26.35,50.74,28.06,720,2026-05,sandbox,platform-infra
i-0104,t3.large,19.07,52.21,49.14,720,2026-06,sandbox,platform-infra
i-0105,m5.xlarge,33.62,71.39,52.6,720,2026-01,production,data-engineering
i-0105,m5.xlarge,33.43,58.45,31.58,720,2026-02,production,data-engineering
i-0105,m5.xlarge,31.57,47.48,33.02,720,2026-03,production,data-engineering
i-0105,m5.xlarge,21.97,58.02,34.65,720,2026-04,production,data-engineering
i-0105,m5.xlarge,20.62,55.86,51.22,720,2026-05,production,data-engineering
i-0105,m5.xlarge,27.7,70.74,30.88,720,2026-06,production,data-engineering
i-0106,m5.large,20.84,60.15,38.9,720,2026-01,staging,payments
i-0106,m5.large,29.22,67.81,47.54,720,2026-02,staging,payments
i-0106,m5.large,34.02,53.94,31.19,720,2026-03,staging,payments
i-0106,m5.large,27.37,43.88,33.67,720,2026-04,staging,payments
i-0106,m5.large,21.53,53.88,28.34,720,2026-05,staging,payments
i-0106,m5.large,18.54,62.99,43.31,720,2026-06,staging,payments
i-0107,m5.2xlarge,30.04,63.11,28.43,720,2026-01,development,risk-engineering
i-0107,m5.2xlarge,22.95,44.53,50.29,720,2026-02,development,risk-engineering
i-0107,m5.2xlarge,30.7,47.05,35.24,720,2026-03,development,risk-engineering
i-0107,m5.2xlarge,34.43,60.8,49.03,720,2026-04,development,risk-engineering
i-0107,m5.2xlarge,22.5,47.35,48.52,720,2026-05,development,risk-engineering
i-0107,m5.2xlarge,29.66,63.83,41.58,720,2026-06,development,risk-engineering
i-0108,r5.xlarge,27.58,65.75,33.1,720,2026-01,sandbox,product-engineering
i-0108,r5.xlarge,24.0,70.51,34.27,720,2026-02,sandbox,product-engineering
i-0108,r5.xlarge,27.29,64.59,55.0,720,2026-03,sandbox,product-engineering
i-0108,r5.xlarge,25.4,54.98,50.28,720,2026-04,sandbox,product-engineering
i-0108,r5.xlarge,31.69,65.59,38.9,720,2026-05,sandbox,product-engineering
i-0108,r5.xlarge,23.51,61.31,51.29,720,2026-06,sandbox,product-engineering
i-0109,r5.2xlarge,33.02,43.8,37.85,720,2026-01,production,lending-backend
i-0109,r5.2xlarge,25.9,74.22,45.34,720,2026-02,production,lending-backend
i-0109,r5.2xlarge,24.92,40.91,41.96,720,2026-03,production,lending-backend
i-0109,r5.2xlarge,19.63,69.21,47.58,720,2026-04,production,lending-backend
i-0109,r5.2xlarge,25.83,55.02,51.92,720,2026-05,production,lending-backend
i-0109,r5.2xlarge,22.9,48.72,53.18,720,2026-06,production,lending-backend
i-0110,c5.xlarge,31.76,68.72,30.86,720,2026-01,staging,platform-infra
i-0110,c5.xlarge,20.44,40.91,32.11,720,2026-02,staging,platform-infra
i-0110,c5.xlarge,31.16,48.4,46.87,720,2026-03,staging,platform-infra
i-0110,c5.xlarge,22.28,53.84,54.49,720,2026-04,staging,platform-infra
i-0110,c5.xlarge,22.16,53.17,34.03,720,2026-05,staging,platform-infra
i-0110,c5.xlarge,19.86,57.15,36.36,720,2026-06,staging,platform-infra
i-0111,c5.2xlarge,29.81,68.62,41.33,720,2026-01,development,data-engineering
i-0111,c5.2xlarge,18.55,61.66,26.66,720,2026-02,development,data-engineering
i-0111,c5.2xlarge,28.48,63.98,30.93,720,2026-03,development,data-engineering
i-0111,c5.2xlarge,31.93,71.89,49.39,720,2026-04,development,data-engineering
i-0111,c5.2xlarge,23.19,60.53,52.44,720,2026-05,development,data-engineering
i-0111,c5.2xlarge,23.45,68.7,25.28,720,2026-06,development,data-engineering
i-0112,t3.large,18.06,66.59,47.84,720,2026-01,sandbox,payments
i-0112,t3.large,31.41,72.55,28.54,720,2026-02,sandbox,payments
i-0112,t3.large,21.94,71.63,30.32,720,2026-03,sandbox,payments
i-0112,t3.large,29.6,58.57,27.5,720,2026-04,sandbox,payments
i-0112,t3.large,22.85,58.21,50.57,720,2026-05,sandbox,payments
i-0112,t3.large,30.03,61.77,39.88,720,2026-06,sandbox,payments
i-0113,m5.xlarge,23.08,44.17,37.27,720,2026-01,production,risk-engineering
i-0113,m5.xlarge,18.48,47.39,37.97,720,2026-02,production,risk-engineering
i-0113,m5.xlarge,25.12,41.55,42.67,720,2026-03,production,risk-engineering
i-0113,m5.xlarge,27.34,42.73,53.29,720,2026-04,production,risk-engineering
i-0113,m5.xlarge,19.69,69.92,25.01,720,2026-05,production,risk-engineering
i-0113,m5.xlarge,33.0,40.69,47.73,720,2026-06,production,risk-engineering
i-0114,m5.large,24.15,65.84,37.05,720,2026-01,staging,product-engineering
i-0114,m5.large,19.21,66.86,27.14,720,2026-02,staging,product-engineering
i-0114,m5.large,33.68,41.78,39.38,720,2026-03,staging,product-engineering
i-0114,m5.large,30.29,53.76,31.52,720,2026-04,staging,product-engineering
i-0114,m5.large,30.9,67.45,52.68,720,2026-05,staging,product-engineering
i-0114,m5.large,24.39,57.72,35.89,720,2026-06,staging,product-engineering
i-0115,m5.2xlarge,22.37,66.29,35.19,720,2026-01,development,lending-backend
i-0115,m5.2xlarge,25.28,54.13,46.38,720,2026-02,development,lending-backend
i-0115,m5.2xlarge,33.6,63.34,39.15,720,2026-03,development,lending-backend
i-0115,m5.2xlarge,31.25,62.43,26.82,720,2026-04,development,lending-backend
i-0115,m5.2xlarge,19.63,41.33,38.7,720,2026-05,development,lending-backend
i-0115,m5.2xlarge,32.04,50.96,36.52,720,2026-06,development,lending-backend
i-0116,r5.xlarge,33.46,69.29,44.95,720,2026-01,sandbox,platform-infra
i-0116,r5.xlarge,22.54,44.1,25.48,720,2026-02,sandbox,platform-infra
